Smithy Test

fail 1: expected 37, got 38
    #####: 1011:      state->supplyCount[state->hand[currentPlayer][choice1]] += choice2;
        -: 1012:
        -: 1013:      //each other player gains a copy of revealed card
    #####: 1014:      for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -: 1015:	{
    #####: 1016:	  if (i != currentPlayer)
branch  0 never executed
branch  1 never executed
        -: 1017:	    {
    #####: 1018:	      gainCard(state->hand[currentPlayer][choice1], state, 0, i);
    #####: 1019:	    }
    #####: 1020:	}
        -: 1021:
        -: 1022:      //discard played card from hand
    #####: 1023:      discardCard(handPos, currentPlayer, state, 0);
        -: 1024:
        -: 1025:      //trash copies of cards returned to supply
    #####: 1026:      for (j = 0; j < choice2; j++)
branch  0 never executed
branch  1 never executed
        -: 1027:	{
    #####: 1028:	  for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -: 1029:	    {
    #####: 1030:	      if (state->hand[currentPlayer][i] == state->hand[currentPlayer][choice1])
branch  0 never executed
branch  1 never executed
        -: 1031:		{
    #####: 1032:		  discardCard(i, currentPlayer, state, 1);
    #####: 1033:		  break;
        -: 1034:		}
    #####: 1035:	    }
    #####: 1036:	}
        -: 1037:
    #####: 1038:      return 0;
        -: 1039:
        -: 1040:    case cutpurse:
        -: 1041:
    #####: 1042:      updateCoins(currentPlayer, state, 2);
    #####: 1043:      for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -: 1044:	{
    #####: 1045:	  if (i != currentPlayer)
branch  0 never executed
branch  1 never executed
        -: 1046:	    {
    #####: 1047:	      for (j = 0; j < state->handCount[i]; j++)
branch  0 never executed
branch  1 never executed
        -: 1048:		{
    #####: 1049:		  if (state->hand[i][j] == copper)
branch  0 never executed
branch  1 never executed
        -: 1050:		    {
    #####: 1051:		      discardCard(j, i, state, 0);
    #####: 1052:		      break;
        -: 1053:		    }
    #####: 1054:		  if (j == state->handCount[i])
branch  0 never executed
branch  1 never executed
        -: 1055:		    {
    #####: 1056:		      for (k = 0; k < state->handCount[i]; k++)
branch  0 never executed
branch  1 never executed
        -: 1057:			{
        -: 1058:			  if (DEBUG)
        -: 1059:			    printf("Player %d reveals card number %d\n", i, state->hand[i][k]);
    #####: 1060:			}
    #####: 1061:		      break;
        -: 1062:		    }
    #####: 1063:		}
        -: 1064:
    #####: 1065:	    }
        -: 1066:
    #####: 1067:	}
        -: 1068:
        -: 1069:      //discard played card from hand
    #####: 1070:      discardCard(handPos, currentPlayer, state, 0);
        -: 1071:
    #####: 1072:      return 0;
        -: 1073:
        -: 1074:
        -: 1075:    case embargo:
        -: 1076:      //+2 Coins
    #####: 1077:      state->coins = state->coins + 2;
        -: 1078:
        -: 1079:      //see if selected pile is in play
    #####: 1080:      if ( state->supplyCount[choice1] == -1 )
branch  0 never executed
branch  1 never executed
        -: 1081:	{
    #####: 1082:	  return -1;
        -: 1083:	}
        -: 1084:
        -: 1085:      //add embargo token to selected supply pile
    #####: 1086:      state->embargoTokens[choice1]++;
        -: 1087:
        -: 1088:      //trash card
    #####: 1089:      discardCard(handPos, currentPlayer, state, 1);
    #####: 1090:      return 0;
        -: 1091:
        -: 1092:    case outpost:
        -: 1093:      //set outpost flag
    #####: 1094:      state->outpostPlayed++;
        -: 1095:
        -: 1096:      //discard card
    #####: 1097:      discardCard(handPos, currentPlayer, state, 0);
    #####: 1098:      return 0;
        -: 1099:
        -: 1100:    case salvager:
        -: 1101:      //+1 buy
    #####: 1102:      state->numBuys++;
        -: 1103:
    #####: 1104:      if (choice1)
branch  0 never executed
branch  1 never executed
        -: 1105:	{
        -: 1106:	  //gain coins equal to trashed card
    #####: 1107:	  state->coins = state->coins + getCost( handCard(choice1, state) );
        -: 1108:	  //trash card
    #####: 1109:	  discardCard(choice1, currentPlayer, state, 1);
    #####: 1110:	}
        -: 1111:
        -: 1112:      //discard card
    #####: 1113:      discardCard(handPos, currentPlayer, state, 0);
    #####: 1114:      return 0;
        -: 1115:
        -: 1116:    case sea_hag:
    #####: 1117:      for (i = 0; i < state->numPlayers; i++){
branch  0 never executed
branch  1 never executed
    #####: 1118:	if (i != currentPlayer){
branch  0 never executed
branch  1 never executed
    #####: 1119:	  state->discard[i][state->discardCount[i]] = state->deck[i][state->deckCount[i]--];			    state->deckCount[i]--;
    #####: 1120:	  state->discardCount[i]++;
    #####: 1121:	  state->deck[i][state->deckCount[i]--] = curse;//Top card now a curse
    #####: 1122:	}
    #####: 1123:      }
    #####: 1124:      return 0;
        -: 1125:
        -: 1126:    case treasure_map:
        -: 1127:      //search hand for another treasure_map
    #####: 1128:      index = -1;
    #####: 1129:      for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -: 1130:	{
    #####: 1131:	  if (state->hand[currentPlayer][i] == treasure_map && i != handPos)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -: 1132:	    {
    #####: 1133:	      index = i;
    #####: 1134:	      break;
        -: 1135:	    }
    #####: 1136:	}
    #####: 1137:      if (index > -1)
branch  0 never executed
branch  1 never executed
        -: 1138:	{
        -: 1139:	  //trash both treasure cards
    #####: 1140:	  discardCard(handPos, currentPlayer, state, 1);
    #####: 1141:	  discardCard(index, currentPlayer, state, 1);
        -: 1142:
        -: 1143:	  //gain 4 Gold cards
    #####: 1144:	  for (i = 0; i < 4; i++)
branch  0 never executed
branch  1 never executed
        -: 1145:	    {
    #####: 1146:	      gainCard(gold, state, 1, currentPlayer);
    #####: 1147:	    }
        -: 1148:
        -: 1149:	  //return success
    #####: 1150:	  return 1;
        -: 1151:	}
        -: 1152:
        -: 1153:      //no second treasure_map found in hand
    #####: 1154:      return -1;
        -: 1155:    }
        -: 1156:
    #####: 1157:  return -1;
     2000: 1158:}
        -: 1159:
function discardCard called 1000 returned 100% blocks executed 90%
        -: 1160:int discardCard(int handPos, int currentPlayer, struct gameState *state, int trashFlag)
        -: 1161:{
        -: 1162:
        -: 1163:  //if card is not trashed, added to Played pile
     1000: 1164:  if (trashFlag < 1)
branch  0 taken 100%
branch  1 taken 0%
        -: 1165:    {
        -: 1166:      //add card to played pile
     1000: 1167:      state->playedCards[state->playedCardCount] = state->hand[currentPlayer][handPos];
     1000: 1168:      state->playedCardCount++;
     1000: 1169:    }
        -: 1170:
        -: 1171:  //set played card to -1
     1000: 1172:  state->hand[currentPlayer][handPos] = -1;
        -: 1173:
        -: 1174:  //remove card from player's hand
     1000: 1175:  if ( handPos == (state->handCount[currentPlayer] - 1) ) 	//last card in hand array is played
branch  0 taken 1%
branch  1 taken 99%
        -: 1176:    {
        -: 1177:      //reduce number of cards in hand
        2: 1178:      state->handCount[currentPlayer]--;
        2: 1179:    }
      998: 1180:  else if ( state->handCount[currentPlayer] == 1 ) //only one card in hand
branch  0 taken 0%
branch  1 taken 100%
        -: 1181:    {
        -: 1182:      //reduce number of cards in hand
    #####: 1183:      state->handCount[currentPlayer]--;
    #####: 1184:    }
        -: 1185:  else
        -: 1186:    {
        -: 1187:      //replace discarded card with last card in hand
      998: 1188:      state->hand[currentPlayer][handPos] = state->hand[currentPlayer][ (state->handCount[currentPlayer] - 1)];
        -: 1189:      //set last card to -1
      998: 1190:      state->hand[currentPlayer][state->handCount[currentPlayer] - 1] = -1;
        -: 1191:      //reduce number of cards in hand
      998: 1192:      state->handCount[currentPlayer]--;
        -: 1193:    }
        -: 1194:
     1000: 1195:  return 0;
        -: 1196:}
        -: 1197:
function gainCard called 0 returned 0% blocks executed 0%
        -: 1198:int gainCard(int supplyPos, struct gameState *state, int toFlag, int player)
        -: 1199:{
        -: 1200:  //Note: supplyPos is enum of choosen card
        -: 1201:
        -: 1202:  //check if supply pile is empty (0) or card is not used in game (-1)
    #####: 1203:  if ( supplyCount(supplyPos, state) < 1 )
branch  0 never executed
branch  1 never executed
        -: 1204:    {
    #####: 1205:      return -1;
        -: 1206:    }
        -: 1207:
        -: 1208:  //added card for [whoseTurn] current player:
        -: 1209:  // toFlag = 0 : add to discard
        -: 1210:  // toFlag = 1 : add to deck
        -: 1211:  // toFlag = 2 : add to hand
        -: 1212:
    #####: 1213:  if (toFlag == 1)
branch  0 never executed
branch  1 never executed
        -: 1214:    {
    #####: 1215:      state->deck[ player ][ state->deckCount[player] ] = supplyPos;
    #####: 1216:      state->deckCount[player]++;
    #####: 1217:    }
    #####: 1218:  else if (toFlag == 2)
branch  0 never executed
branch  1 never executed
        -: 1219:    {
    #####: 1220:      state->hand[ player ][ state->handCount[player] ] = supplyPos;
    #####: 1221:      state->handCount[player]++;
    #####: 1222:    }
        -: 1223:  else
        -: 1224:    {
    #####: 1225:      state->discard[player][ state->discardCount[player] ] = supplyPos;
    #####: 1226:      state->discardCount[player]++;
        -: 1227:    }
        -: 1228:
        -: 1229:  //decrease number in supply pile
    #####: 1230:  state->supplyCount[supplyPos]--;
        -: 1231:
    #####: 1232:  return 0;
    #####: 1233:}
        -: 1234:
function updateCoins called 2000 returned 100% blocks executed 85%
        -: 1235:int updateCoins(int player, struct gameState *state, int bonus)
        -: 1236:{
        -: 1237:  int i;
        -: 1238:
        -: 1239:  //reset coin count
     2000: 1240:  state->coins = 0;
        -: 1241:
        -: 1242:  //add coins for each Treasure card in player's hand
    24000: 1243:  for (i = 0; i < state->handCount[player]; i++) {
branch  0 taken 83%
branch  1 taken 17%
    10000: 1244:    if (state->hand[player][i] == copper) {
branch  0 taken 75%
branch  1 taken 25%
     7504: 1245:	    state->coins += 1;
    10000: 1246:    } else if (state->hand[player][i] == silver) {
branch  0 taken 0%
branch  1 taken 100%
    #####: 1247:	    state->coins += 2;
     2496: 1248:	  } else if (state->hand[player][i] == gold) {
branch  0 taken 0%
branch  1 taken 100%
    #####: 1249:      state->coins += 3;
    #####: 1250:    }
    10000: 1251:  }
        -: 1252:
        -: 1253:  //add bonus
     2000: 1254:  state->coins += bonus;
     2000: 1255:  return 0;
        -: 1256:}
        -: 1257:
        -: 1258:/*
        -: 1259:int playAdventurer(struct gameState *state);
        -: 1260:int playSmithy(struct gameState *state, int handPos);
        -: 1261:int playVillage(struct gameState *state, int handPos);
        -: 1262:int playFeast(struct gameState *state, int choice1);
        -: 1263:int playCouncil_Room(struct gameState *state, int handPos);
        -: 1264:*/
        -: 1265:
        -: 1266:/* This method executes the 'smithy' card behavior. */
function playSmithy called 1000 returned 100% blocks executed 100%
        -: 1267:int playSmithy(struct gameState *state, int currentPlayer, int handPos) {
        -: 1268:  int i;  // C99 compile error on linux.
        -: 1269:  // Draw cards.
    10000: 1270:  for (i = 0; i <= 3; i++)
branch  0 taken 80%
branch  1 taken 20%
        -: 1271:  {
     4000: 1272:    drawCard(currentPlayer, state);
     4000: 1273:  }
        -: 1274:
        -: 1275:  // Discard card from hand.
     1000: 1276:  discardCard(handPos, currentPlayer, state, 0);
        -: 1277:
     1000: 1278:  return 0;
        -: 1279:}
        -: 1280:
function playAdventurer called 1000 returned 100% blocks executed 80%
        -: 1281:int playAdventurer(struct gameState *state, int currentPlayer) {
     1000: 1282:  int cardDrawn = 0;
     1000: 1283:  int drawnTreasure = 0;
        -: 1284:  int temphand[MAX_HAND];
     1000: 1285:  int z = 0;// this is the counter for the temp hand
        -: 1286:
     6000: 1287:  while(drawnTreasure < 2){
branch  0 taken 67%
branch  1 taken 33%
     2000: 1288:    if (state->deckCount[currentPlayer] < 1){//if the deck is empty we need to shuffle discard and add to deck
branch  0 taken 50%
branch  1 taken 50%
     1000: 1289:      shuffle(currentPlayer, state);
     1000: 1290:    }
        -: 1291:
     2000: 1292:    drawCard(currentPlayer, state);
     2000: 1293:    cardDrawn = state->hand[currentPlayer][state->handCount[currentPlayer]-1];//top card of hand is most recently drawn card.
        -: 1294:
     4000: 1295:    if (cardDrawn == copper || cardDrawn == silver || cardDrawn == gold)
branch  0 taken 100%
branch  1 taken 0%
branch  2 taken 0%
branch  3 taken 100%
branch  4 never executed
branch  5 never executed
     2000: 1296:      drawnTreasure++;
        -: 1297:    else {
    #####: 1298:      temphand[z] = cardDrawn;
    #####: 1299:      state->handCount[currentPlayer]--; //this should just remove the top card (the most recently drawn one).
    #####: 1300:      z++;
        -: 1301:    }
        -: 1302:  }
        -: 1303:
     2000: 1304:  while(z - 1 >= 0){
branch  0 taken 0%
branch  1 taken 100%
    #####: 1305:    state->discard[currentPlayer][state->discardCount[currentPlayer]++]=temphand[z-1]; // discard all cards in play that have been drawn
    #####: 1306:    z = z - 1;
        -: 1307:  }
        -: 1308:
     1000: 1309:  return 0;
        -: 1310:}
        -: 1311:
function playRemodel called 0 returned 0% blocks executed 0%
        -: 1312:int playRemodel(struct gameState *state, int currentPlayer, int handPos, int choice1, int choice2) {
    #####: 1313:  int j = state->hand[currentPlayer][choice2];  //store card we will trash
        -: 1314:  int i;  // C99 compile error linux.
        -: 1315:
    #####: 1316:  if ( (getCost(state->hand[currentPlayer][choice1]) + 2) > getCost(choice2) )
branch  0 never executed
branch  1 never executed
        -: 1317:  {
    #####: 1318:    return -1;
        -: 1319:  }
        -: 1320:
    #####: 1321:  gainCard(choice2, state, 0, currentPlayer);
        -: 1322:
        -: 1323:  //discard card from hand
    #####: 1324:  discardCard(handPos, currentPlayer, state, 1);
        -: 1325:
        -: 1326:  //discard trashed card
    #####: 1327:  for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -: 1328:  {
    #####: 1329:    if (state->hand[currentPlayer][i] == j)
branch  0 never executed
branch  1 never executed
        -: 1330:    {
    #####: 1331:      discardCard(i, currentPlayer, state, 0);
    #####: 1332:      break;
        -: 1333:    }
    #####: 1334:  }
        -: 1335:
    #####: 1336:  return 0;
    #####: 1337:}
        -: 1338:
function playVillage called 0 returned 0% blocks executed 0%
        -: 1339:int playVillage(struct gameState *state, int currentPlayer, int handPos) {
        -: 1340:  //+1 Card
    #####: 1341:  drawCard(currentPlayer, state);
        -: 1342:
        -: 1343:  //+4 Actions
    #####: 1344:  state->numActions = state->numActions + 4;
        -: 1345:
        -: 1346:  //discard played card from hand
    #####: 1347:  discardCard(handPos, currentPlayer, state, 0);
        -: 1348:
    #####: 1349:  return 0;
        -: 1350:}
        -: 1351:
        -: 1352:
function playGreatHall called 0 returned 0% blocks executed 0%
        -: 1353:int playGreatHall(struct gameState *state, int currentPlayer, int handPos) {
        -: 1354:  //+1 Card
    #####: 1355:  drawCard(currentPlayer, state);
        -: 1356:
        -: 1357:  //Add to actions
    #####: 1358:  state->numPlayers++;
        -: 1359:
        -: 1360:  //discard card from hand
    #####: 1361:  discardCard(handPos, currentPlayer, state, 0);
        -: 1362:
        -: 1363:  //+1 Card
    #####: 1364:  drawCard(currentPlayer, state);
        -: 1365:
    #####: 1366:  return -1;
        -: 1367:}
        -: 1368:
        -: 1369://end of dominion.c
